phi_deg,理论_x,理论_y,实际_x,实际_y,z
107.5,59.3883,-100.9205,53.3023,-90.5783,0
108.0,58.5053,-101.4349,52.5098,-91.0400,0
108.5,57.6179,-101.9416,51.7133,-91.4948,0
109.0,56.7261,-102.4405,50.9129,-91.9426,0
109.5,55.8300,-102.9316,50.1087,-92.3834,0
110.0,54.9297,-103.4149,49.3006,-92.8171,0
110.5,54.0251,-103.8903,48.4887,-93.2438,0
111.0,53.1165,-104.3578,47.6732,-93.6634,0
111.5,52.2038,-104.8174,46.8540,-94.0758,0
112.0,51.2871,-105.2689,46.0313,-94.4811,0
112.5,50.3665,-105.7125,45.2050,-94.8792,0
113.0,49.4421,-106.1480,44.3753,-95.2701,0
113.5,48.5139,-106.5754,43.5423,-95.6537,0
114.0,47.5820,-106.9947,42.7059,-96.0300,0
114.5,46.6465,-107.4058,41.8662,-96.3991,0
115.0,45.7074,-107.8088,41.0234,-96.7607,0
115.5,44.7649,-108.2036,40.1775,-97.1151,0
116.0,43.8190,-108.5901,39.3285,-97.4620,0
116.5,42.8697,-108.9684,38.4765,-97.8015,0
117.0,41.9171,-109.3383,37.6215,-98.1335,0
117.5,40.9614,-109.6999,36.7637,-98.4581,0
118.0,40.0025,-110.0532,35.9031,-98.7751,0
118.5,39.0406,-110.3981,35.0398,-99.0847,0
119.0,38.0757,-110.7346,34.1738,-99.3867,0
119.5,37.1080,-111.0626,33.3052,-99.6811,0
120.0,36.1373,-111.3822,32.4340,-99.9680,0
120.5,35.1640,-111.6935,31.5568,-100.2485,0
121.0,34.1882,-111.9968,30.6699,-100.5241,0
121.5,33.2102,-112.2929,29.7737,-100.7954,0
122.0,32.2301,-112.5823,28.8683,-101.0628,0
122.5,31.2482,-112.8657,27.9538,-101.3267,0
123.0,30.2646,-113.1436,27.0306,-101.5876,0
123.5,29.2796,-113.4168,26.0988,-101.8460,0
124.0,28.2932,-113.6858,25.1585,-102.1024,0
124.5,27.3055,-113.9512,24.2100,-102.3573,0
125.0,26.3166,-114.2137,23.2535,-102.6112,0
125.5,25.3266,-114.4738,22.2890,-102.8647,0
126.0,24.3355,-114.7323,21.3169,-103.1181,0
126.5,23.3433,-114.9895,20.3372,-103.3721,0
127.0,22.3500,-115.2462,19.3501,-103.6272,0
127.5,21.3555,-115.5029,18.3558,-103.8839,0
128.0,20.3598,-115.7602,17.3545,-104.1426,0
128.5,19.3627,-116.0186,16.3464,-104.4038,0
129.0,18.3642,-116.2786,15.3315,-104.6681,0
129.5,17.3642,-116.5407,14.3102,-104.9359,0
130.0,16.3623,-116.8056,13.2824,-105.2075,0
130.5,15.3585,-117.0735,12.2485,-105.4835,0
131.0,14.3526,-117.3450,11.2085,-105.7642,0
131.5,13.3442,-117.6205,10.1626,-106.0499,0
132.0,12.3331,-117.9004,9.1110,-106.3410,0
132.5,11.3191,-118.1850,8.0538,-106.6378,0
133.0,10.3018,-118.4749,6.9911,-106.9406,0
133.5,9.2809,-118.7701,5.9230,-107.2495,0
134.0,8.2561,-119.0712,4.8497,-107.5648,0
134.5,7.2270,-119.3782,3.7712,-107.8866,0
135.0,6.1931,-119.6916,2.6877,-108.2150,0
135.5,5.1542,-120.0114,1.5991,-108.5501,0
136.0,4.1097,-120.3378,0.5055,-108.8919,0
136.5,3.0593,-120.6711,-0.5931,-109.2404,0
137.0,2.0025,-121.0111,-1.6968,-109.5956,0
137.5,0.9388,-121.3582,-2.8055,-109.9573,0
138.0,-0.1323,-121.7122,-3.9194,-110.3255,0
138.5,-1.2111,-122.0732,-5.0385,-110.6999,0
139.0,-2.2983,-122.4410,-6.1630,-111.0804,0
139.5,-3.3943,-122.8158,-7.2931,-111.4668,0
140.0,-4.4996,-123.1972,-8.4289,-111.8587,0
140.5,-5.6148,-123.5851,-9.5706,-112.2559,0
141.0,-6.7402,-123.9794,-10.7186,-112.6581,0
141.5,-7.8765,-124.3798,-11.8731,-113.0648,0
142.0,-9.0242,-124.7859,-13.0343,-113.4758,0
142.5,-10.1837,-125.1976,-14.2026,-113.8906,0
143.0,-11.3554,-125.6144,-15.3783,-114.3088,0
143.5,-12.5400,-126.0359,-16.5617,-114.7298,0
144.0,-13.7379,-126.4617,-17.7532,-115.1533,0
144.5,-14.9496,-126.8912,-18.9531,-115.5788,0
145.0,-16.1754,-127.3241,-20.1618,-116.0056,0
145.5,-17.4158,-127.7596,-21.3797,-116.4332,0
146.0,-18.6712,-128.1973,-22.6071,-116.8611,0
146.5,-19.9421,-128.6365,-23.8444,-117.2887,0
147.0,-21.2287,-129.0765,-25.0919,-117.7154,0
147.5,-22.5315,-129.5167,-26.3499,-118.1404,0
148.0,-23.8506,-129.9563,-27.6189,-118.5633,0
148.5,-25.1865,-130.3946,-28.8989,-118.9833,0
149.0,-26.5394,-130.8307,-30.1905,-119.3997,0
149.5,-27.9094,-131.2640,-31.4937,-119.8118,0
150.0,-29.2968,-131.6935,-32.8089,-120.2189,0
150.5,-30.7017,-132.1184,-34.1362,-120.6203,0
151.0,-32.1242,-132.5377,-35.4758,-121.0153,0
151.5,-33.5645,-132.9508,-36.8278,-121.4030,0
152.0,-35.0225,-133.3565,-38.1925,-121.7828,0
152.5,-36.4982,-133.7540,-39.5697,-122.1537,0
153.0,-37.9916,-134.1424,-40.9596,-122.5152,0
153.5,-39.5025,-134.5206,-42.3621,-122.8663,0
154.0,-41.0310,-134.8878,-43.7773,-123.2063,0
154.5,-42.5767,-135.2430,-45.2050,-123.5344,0
155.0,-44.1395,-135.5853,-46.6450,-123.8498,0
155.5,-45.7190,-135.9137,-48.0974,-124.1517,0
156.0,-47.3150,-136.2272,-49.5617,-124.4393,0
156.5,-48.9271,-136.5248,-51.0378,-124.7119,0
157.0,-50.5550,-136.8058,-52.5255,-124.9687,0
157.5,-52.1980,-137.0691,-54.0242,-125.2088,0
158.0,-53.8559,-137.3138,-55.5338,-125.4317,0
158.5,-55.5279,-137.5391,-57.0538,-125.6364,0
159.0,-57.2137,-137.7440,-58.5836,-125.8224,0
159.5,-58.9124,-137.9277,-60.1229,-125.9889,0
160.0,-60.6236,-138.0895,-61.6711,-126.1353,0
160.5,-62.3464,-138.2284,-63.2277,-126.2608,0
161.0,-64.0802,-138.3438,-64.7920,-126.3649,0
161.5,-65.8242,-138.4349,-66.3634,-126.4470,0
162.0,-67.5776,-138.5009,-67.9413,-126.5064,0
162.5,-69.3395,-138.5413,-69.5250,-126.5427,0
163.0,-71.1091,-138.5553,-71.1137,-126.5553,0
163.5,-72.8856,-138.5424,-72.7066,-126.5437,0
164.0,-74.6679,-138.5020,-74.3032,-126.5076,0
164.5,-76.4552,-138.4337,-75.9024,-126.4464,0
165.0,-78.2466,-138.3368,-77.5036,-126.3599,0
165.5,-80.0409,-138.2111,-79.1059,-126.2476,0
166.0,-81.8373,-138.0560,-80.7084,-126.1093,0
166.5,-83.6348,-137.8714,-82.3104,-125.9447,0
167.0,-85.4323,-137.6567,-83.9109,-125.7535,0
167.5,-87.2289,-137.4119,-85.5091,-125.5357,0
168.0,-89.0234,-137.1366,-87.1042,-125.2911,0
168.5,-90.8149,-136.8308,-88.6951,-125.0195,0
169.0,-92.6024,-136.4942,-90.2812,-124.7208,0
169.5,-94.3848,-136.1268,-91.8614,-124.3952,0
170.0,-96.1611,-135.7287,-93.4350,-124.0424,0
170.5,-97.9303,-135.2997,-95.0010,-123.6627,0
171.0,-99.6915,-134.8399,-96.5587,-123.2561,0
171.5,-101.4435,-134.3495,-98.1072,-122.8226,0
172.0,-103.1856,-133.8286,-99.6457,-122.3626,0
172.5,-104.9166,-133.2773,-101.1734,-121.8760,0
173.0,-106.6357,-132.6958,-102.6895,-121.3632,0
173.5,-108.3421,-132.0844,-104.1933,-120.8244,0
174.0,-110.0346,-131.4435,-105.6840,-120.2599,0
174.5,-111.7127,-130.7732,-107.1609,-119.6700,0
175.0,-113.3753,-130.0740,-108.6234,-119.0549,0
175.5,-115.0217,-129.3462,-110.0708,-118.4151,0
176.0,-116.6512,-128.5903,-111.5025,-117.7510,0
176.5,-118.2629,-127.8067,-112.9178,-117.0628,0
177.0,-119.8562,-126.9958,-114.3163,-116.3511,0
177.5,-121.4305,-126.1582,-115.6974,-115.6163,0
178.0,-122.9850,-125.2943,-117.0606,-114.8587,0
178.5,-124.5192,-124.4047,-118.4055,-114.0789,0
179.0,-126.0325,-123.4900,-119.7316,-113.2773,0
179.5,-127.5244,-122.5507,-121.0387,-112.4544,0
180.0,-128.9945,-121.5874,-122.3262,-111.6107,0
180.5,-130.4422,-120.6006,-123.5940,-110.7466,0
181.0,-131.8672,-119.5911,-124.8417,-109.8626,0
181.5,-133.2691,-118.5593,-126.0692,-108.9592,0
182.0,-134.6475,-117.5060,-127.2762,-108.0369,0
182.5,-136.0023,-116.4317,-128.4625,-107.0962,0
183.0,-137.3332,-115.3371,-129.6281,-106.1375,0
183.5,-138.6399,-114.2228,-130.7728,-105.1613,0
184.0,-139.9223,-113.0894,-131.8967,-104.1681,0
184.5,-141.1803,-111.9376,-132.9996,-103.1583,0
185.0,-142.4138,-110.7680,-134.0815,-102.1323,0
185.5,-143.6227,-109.5812,-135.1427,-101.0906,0
186.0,-144.8071,-108.3778,-136.1830,-100.0337,0
186.5,-145.9669,-107.1585,-137.2026,-98.9618,0
187.0,-147.1023,-105.9238,-138.2016,-97.8754,0
187.5,-148.2134,-104.6744,-139.1802,-96.7749,0
188.0,-149.3002,-103.4107,-140.1386,-95.6606,0
188.5,-150.3630,-102.1335,-141.0770,-94.5328,0
189.0,-151.4020,-100.8432,-141.9956,-93.3920,0
189.5,-152.4173,-99.5404,-142.8947,-92.2384,0
190.0,-153.4093,-98.2256,-143.7745,-91.0724,0
190.5,-154.3783,-96.8994,-144.6353,-89.8941,0
191.0,-155.3246,-95.5622,-145.4775,-88.7040,0
191.5,-156.2485,-94.2144,-146.3014,-87.5021,0
192.0,-157.1505,-92.8567,-147.1074,-86.2889,0
192.5,-158.0309,-91.4893,-147.8958,-85.0644,0
193.0,-158.8901,-90.1128,-148.6669,-83.8290,0
193.5,-159.7287,-88.7275,-149.4213,-82.5828,0
194.0,-160.5470,-87.3338,-150.1592,-81.3260,0
194.5,-161.3456,-85.9321,-150.8812,-80.0588,0
195.0,-162.1250,-84.5228,-151.5876,-78.7813,0
195.5,-162.8857,-83.1061,-152.2790,-77.4938,0
196.0,-163.6282,-81.6823,-152.9556,-76.1963,0
196.5,-164.3531,-80.2518,-153.6181,-74.8889,0
197.0,-165.0610,-78.8147,-154.2669,-73.5718,0
197.5,-165.7524,-77.3714,-154.9024,-72.2452,0
198.0,-166.4279,-75.9220,-155.5252,-70.9090,0
198.5,-167.0881,-74.4668,-156.1356,-69.5634,0
199.0,-167.7337,-73.0058,-156.7343,-68.2085,0
199.5,-168.3652,-71.5393,-157.3217,-66.8444,0
200.0,-168.9831,-70.0673,-157.8983,-65.4710,0
200.5,-169.5882,-68.5900,-158.4636,-64.0906,0
201.0,-170.1802,-67.1074,-159.0168,-62.7054,0
201.5,-170.7594,-65.6198,-159.5580,-61.3153,0
202.0,-171.3255,-64.1272,-160.0870,-59.9206,0
202.5,-171.8786,-62.6297,-160.6038,-58.5213,0
203.0,-172.4186,-61.1274,-161.1084,-57.1176,0
203.5,-172.9455,-59.6204,-161.6007,-55.7095,0
204.0,-173.4592,-58.1089,-162.0807,-54.2971,0
204.5,-173.9596,-56.5930,-162.5483,-52.8807,0
205.0,-174.4469,-55.0728,-163.0036,-51.4602,0
205.5,-174.9208,-53.5484,-163.4465,-50.0357,0
206.0,-175.3815,-52.0199,-163.8769,-48.6075,0
206.5,-175.8287,-50.4874,-164.2948,-47.1756,0
207.0,-176.2626,-48.9511,-164.7002,-45.7401,0
207.5,-176.6831,-47.4111,-165.0931,-44.3011,0
208.0,-177.0901,-45.8675,-165.4734,-42.8587,0
208.5,-177.4836,-44.3204,-165.8411,-41.4130,0
209.0,-177.8636,-42.7699,-166.1962,-39.9643,0
209.5,-178.2301,-41.2161,-166.5386,-38.5124,0
210.0,-178.5830,-39.6592,-166.8684,-37.0576,0
210.5,-178.9223,-38.0993,-167.1854,-35.6000,0
211.0,-179.2479,-36.5364,-167.4897,-34.1397,0
211.5,-179.5599,-34.9708,-167.7812,-32.6768,0
212.0,-179.8583,-33.4026,-168.0600,-31.2114,0
212.5,-180.1429,-31.8318,-168.3260,-29.7437,0
213.0,-180.4138,-30.2585,-168.5791,-28.2736,0
213.5,-180.6710,-28.6830,-168.8194,-26.8015,0
214.0,-180.9144,-27.1053,-169.0469,-25.3272,0
214.5,-181.1441,-25.5255,-169.2615,-23.8511,0
215.0,-181.3599,-23.9437,-169.4632,-22.3731,0
215.5,-181.5620,-22.3602,-169.6519,-20.8934,0
216.0,-181.7502,-20.7749,-169.8278,-19.4121,0
216.5,-181.9246,-19.1881,-169.9908,-17.9294,0
217.0,-182.0851,-17.5998,-170.1407,-16.4453,0
217.5,-182.2317,-16.0101,-170.2778,-14.9599,0
218.0,-182.3645,-14.4193,-170.4018,-13.4734,0
218.5,-182.4834,-12.8273,-170.5129,-11.9859,0
219.0,-182.5884,-11.2344,-170.6110,-10.4974,0
219.5,-182.6795,-9.6406,-170.6961,-9.0082,0
220.0,-182.7566,-8.0461,-170.7682,-7.5183,0
220.5,-182.8199,-6.4509,-170.8274,-6.0278,0
221.0,-182.8692,-4.8553,-170.8735,-4.5368,0
221.5,-182.9046,-3.2593,-170.9065,-3.0455,0
222.0,-182.9261,-1.6631,-170.9266,-1.5540,0
